C_CUSTKEY	C_NAME	C_ADDRESS	C_NATIONKEY	C_PHONE	C_ACCTBAL	C_MKTSEGMENT	C_COMMENT
7663	Customer#000007663	YDTgoFp9aVklJFZaMsI5x	1	11-445-368-2163	3260.66	MACHINERY 	blithely final pains sleep blithely carefully regular foxes: quickly silent acco
7664	Customer#000007664	AdPYqhwmqv	20	30-108-115-9956	8956.63	MACHINERY 	ironic dependencies haggle furiously; theodolites haggle carefully ironic accounts. quickly final asymptotes are
7665	Customer#000007665	jKQkmNdkHViSHLbO	1	11-996-740-9325	8116.69	MACHINERY 	quickly ironic ideas haggle. slyly pending foxes wake carefu
7666	Customer#000007666	B8gbEm40V98WLCuqIQws	22	32-675-815-1548	4229.85	MACHINERY 	asymptotes about the ironic, ironic deposits are quickly quickly even foxes. bravely regular deposits wake s
7667	Customer#000007667	EEmK8kpdAbFCLwoiNV,2QnDBvyp6PppxpX0 C	6	16-580-719-5224	7146.77	HOUSEHOLD 	accounts haggle quickly. thin pinto beans haggle furio
7668	Customer#000007668	9ZXL6MPurxR	17	27-125-750-6295	4749.24	AUTOMOBILE	blithely unusual pinto beans sleep quickly. final platelets was slyly against the silent, iron
7669	Customer#000007669	39r2GQ7 A9G,1	3	13-851-921-3581	2492.49	FURNITURE 	packages behind the fluffily regular deposits detect alongside of the blit
7670	Customer#000007670	UjVCPq6Y1tOa	13	23-236-651-7623	1177.88	AUTOMOBILE	stealthily even pinto beans breach. idle pinto beans boost. final deposits detect toward the unus
7671	Customer#000007671	zCDHbJEAuRwrJMq9 RnTy aV,zs,I3nHtLyJcE5	16	26-368-918-9203	5504.76	BUILDING  	pinto beans haggle fluffily ag
7672	Customer#000007672	e8HwHgEv Xru7NjsB29eNsV9Dgqpk3	16	26-146-155-4753	6482.09	MACHINERY 	ironic accounts cajole quickly regular sentiments. express packages against th
7673	Customer#000007673	Pt9rmpINiObBI2c7D1ks	7	17-735-933-8462	9541.65	BUILDING  	final requests wake express, final hockey 
7674	Customer#000007674	HvZ5IJMLuXPvgrN	8	18-308-664-1923	6582.32	MACHINERY 	dogged foxes across the even ideas kindle quick
7675	Customer#000007675	sd9yAMYBwEJwAoN7PNymW1feboYYc77QZy	19	29-533-743-8360	64.78	MACHINERY 	blithely ironic ideas along the carefully final packages haggle according to the careful
7676	Customer#000007676	oZu9s57dAZRGWlstAOH3ZBJuGpRT	0	10-879-698-9034	8678.98	MACHINERY 	silent, unusual packages haggle thinly carefully pending requests. accounts after the 
7677	Customer#000007677	aN,QUujc1j0fb6ut3fLCD,g1HpTOl0EFrGvoK	2	12-360-508-9000	5746.51	HOUSEHOLD 	quickly silent requests cajole carefully against the even, bold packa
7678	Customer#000007678	fBYHphr0 JBESGMvp9zS a3UJz	0	10-205-261-4156	-463.17	HOUSEHOLD 	fluffily unusual pinto beans engage blithely according to 
7679	Customer#000007679	3QFg65Icv3BXd1RHazQUTo9Btggw	2	12-455-959-4501	1439.68	FURNITURE 	unusual, even accounts boost enticingly above the slyly even packages. carefully express requests wake
7680	Customer#000007680	kuia7iuiUuL1bymcfSYCIzNPBN	3	13-499-625-7742	5613.36	FURNITURE 	pinto beans haggle blithely. slyly bold requests haggle carefully. blithely special 
7681	Customer#000007681	mCUrAWbaS1bLXjXRdcS	2	12-725-151-7090	5772.45	AUTOMOBILE	blithely special warhorses sublate slyly for the even
7682	Customer#000007682	I1xyxXh5fK	12	22-197-737-9534	6600.29	FURNITURE 	express pinto beans wake unusual, pen
7683	Customer#000007683	Id3W0Jv,8jI9vque0F	13	23-995-742-8029	5136.12	MACHINERY 	slyly regular accounts are furiously close instructions. ca
7684	Customer#000007684	iNGpOQSuUt2RjqyxahhGBQvN3lfK62PkwvSfiUxN	11	21-125-646-6222	3782.83	AUTOMOBILE	regular, express deposits across the fluffily final reque
7685	Customer#000007685	FuV3C8M5NPTkC8exknfTdmcQaz,mYmQD	18	28-818-823-1049	6948.01	BUILDING  	quietly regular packages accordi
7686	Customer#000007686	6caQukPF6q9vcmd c4E,d1,cU,JkU0X	14	24-604-438-5821	8181.07	FURNITURE 	bold dependencies integrate slyly around the requests. carefully regular excuses c
7687	Customer#000007687	CnghsaR xSJF9jiZPIfzOaLbPyWwmV9	6	16-367-666-9485	8321.15	MACHINERY 	fluffy deposits above the theodolites cajole furiously carefully final packages. blithely express deposits are caref
7688	Customer#000007688	zFYF2dcHCwzES5nqiZo6FOhd89Di,m3XCP6	15	25-425-632-1820	8590.86	BUILDING  	special, final packages across 
7689	Customer#000007689	928IQ4MCotra4OH4hcamCrjreMQO	5	15-829-223-6292	9618.21	HOUSEHOLD 	regular asymptotes x-ray slyly regular requests? furiously ironic ideas n
7690	Customer#000007690	QEuq7VARCV1kq	8	18-655-555-2550	6356.61	BUILDING  	deposits cajole against the furiously regular foxes. regular request
7691	Customer#000007691	NueVGhOPL7HZZUB2uY95wB	24	34-375-890-9316	1624.49	BUILDING  	final deposits sleep carefully since the carefully special packages. regular asymptotes wake blithely against the r
7692	Customer#000007692	,7FOHJ6kWMSUIsfVROqZ7RnDN	12	22-986-917-9619	9761.3	FURNITURE 	blithely express asymptotes sle
7693	Customer#000007693	 P,mw2p3iS27wTAEDlToKmyUNuNYHzWBdmQ7	12	22-899-223-2770	2217.58	BUILDING  	unusual requests are quickly. carefully regular instructions against the fluffily ironic re
7694	Customer#000007694	PQDeCTSa7QvUkTIJm3Tyie	7	17-345-388-5985	879.65	MACHINERY 	furiously regular deposits haggle sometimes. carefully bold requests across the final pac
7695	Customer#000007695	ExU LmRLZEfueex	17	27-182-123-3922	9201.46	BUILDING  	furiously pending theodolites promise blithely ironic plate
7696	Customer#000007696	ztgORu,ZCeHR	6	16-296-370-6313	8961.48	MACHINERY 	special accounts haggle ruthlessly regular accounts. furiously special accounts after th
7697	Customer#000007697	RamKV8wUBCyvw6	1	11-465-734-2818	1656.38	FURNITURE 	slowly final deposits integrate carefully about the blithely silent excuses. furiously ironic excuses atop the furi
7698	Customer#000007698	dZSSSYOIbNyTzGyhEf	6	16-171-143-9399	6724.8	AUTOMOBILE	ideas use carefully. boldly even ac
7699	Customer#000007699	4pmLCISe8aVr4USq8VWGHVPu1 Ttq6wXHtgG	18	28-209-987-7210	7666.9	HOUSEHOLD 	regular, ironic foxes sleep carefully final packages. even packages affix blithely careful theodolites. fu
7700	Customer#000007700	S22u32VTF3tCd6PYkMxbyOOwh33u4,D3LJJEm5eS	11	21-525-366-2646	1675.3	HOUSEHOLD 	regular foxes sleep furiously according to the blithely even pinto
7701	Customer#000007701	OrPzEKXHuYvl1J9fdIwkD1G,o3sPWTm9M7AZ	2	12-591-772-1338	5707.91	MACHINERY 	quickly regular requests cajole against the blithely bold packages. stealthy packages 
7702	Customer#000007702	qxOtJTe95l5XvWUjQn0TTXFNE DnIU2U	11	21-802-356-9747	-146.79	BUILDING  	furiously quiet asymptotes haggle blithely after the pinto beans. 
7703	Customer#000007703	6Yg4VvBr0Rp2ngGH	10	20-994-233-7918	5790.54	HOUSEHOLD 	ironic, bold accounts haggle sometimes accounts. slyly regular dependencies sleep blithely across the furious
7704	Customer#000007704	8CLGjF7KF85Q1Xepf	12	22-798-721-7825	2559.42	HOUSEHOLD 	closely sly theodolites sleep furiously. furiously brave inst
7705	Customer#000007705	TwMSTw3LGZP5CojSWz1 	8	18-248-275-3791	4206.76	HOUSEHOLD 	carefully bold accounts nag fluffily final requests. regular, silent requests thrash furiously. carefully bo
7706	Customer#000007706	kvv9wRWmHsvpXV4pv4bjZZb80L	1	11-101-442-8453	4032.88	MACHINERY 	regular, final asymptotes detect alongside of the foxes. final pinto beans lose. fur
7707	Customer#000007707	htc23,qllQdYuHQNbqQP wbKQUTjSTOJZ75jq	5	15-483-913-5013	7673.28	BUILDING  	instructions sleep quickly carefully regular instructions. quickly even requests serve final requests. furiously s
7708	Customer#000007708	zeTTVRZOQJ	6	16-451-984-2142	9782.35	HOUSEHOLD 	regularly ironic theodolites above the slyly ironic 
7709	Customer#000007709	 sDYwZJx8pL8Ni	19	29-739-703-2120	4006.07	AUTOMOBILE	accounts are quickly after the fu
7710	Customer#000007710	BTwX1z0FvVKoOgfFVyB5OOnrd2Gv9fINps	0	10-630-955-5817	7974.41	HOUSEHOLD 	deposits against the furiously unusual accounts are carefully excuses. silent ideas cajole evenly al
7711	Customer#000007711	K9YofWM5zyfYQ2IY3xC5qgjrcKJQtlpx29fI4bQ	12	22-830-639-4228	-24.83	AUTOMOBILE	quickly final deposits along the bold dependencies haggle agains
7712	Customer#000007712	,Gy63aI8,FHJ77FCPNZOPhjkKa9Di	17	27-459-706-3720	9572.44	HOUSEHOLD 	carefully ironic instructions according to the unusual, final accounts are qu
7713	Customer#000007713	LLQX20gjaSTte5NhY4qVUK	0	10-527-245-5797	7007.01	AUTOMOBILE	slow accounts haggle carefully regula
7714	Customer#000007714	SnnIGB,SkmnWpX3	10	20-922-418-6024	9799.98	HOUSEHOLD 	ruthless instructions nag slyly furiously even asymptotes. platelet
7715	Customer#000007715	5YfmWxyLSf4yPGWB,sLLBMYd4dPBpKTvmwIU1aP	3	13-166-497-6702	3300.43	MACHINERY 	carefully even accounts boost carefully. carefully final asymptotes about the 
7716	Customer#000007716	fWBvoObaCkMxszSfR oYvksP0Zj3UbTjKkO8Ybk	23	33-689-680-8537	6249.16	MACHINERY 	carefully even instructions nag above the furiously express ideas. bold escapades across the 
7717	Customer#000007717	KQ4ChbCSCHFedYpgB0tokvU7Fkgda0eM	14	24-503-370-4663	-358.28	BUILDING  	slyly unusual dolphins sleep blithely 
7718	Customer#000007718	cXZvdJbJ9agG3,ZGPiuxA95xqF	24	34-713-742-1486	4373.71	MACHINERY 	special attainments sleep furiously after the furiously even requests. slyly silent theodol
7719	Customer#000007719	Wrctjh4QHnHUMzYw9y5,ELHa62AlLziRJ	10	20-883-759-1626	4948.79	BUILDING  	quickly final dolphins cajole slyly even pinto beans. slyly even dolphins affix carefully a
7720	Customer#000007720	,nmCLQ1P Iwvb	22	32-864-500-7591	1367.85	BUILDING  	deposits solve above the blithely silent ideas. even, final reque
7721	Customer#000007721	BxgxfIu VBF4T1vYIdHAdTt6ZKmggkBO	1	11-334-691-2875	8444.99	FURNITURE 	quickly pending theodolites cajole. slyly regular packages wake carefully special deposits. slyly even foxes arou
7722	Customer#000007722	ZbOfofQabtpGu9wULjnpuUa7T7A	16	26-505-701-5919	87.92	FURNITURE 	regular theodolites wake fluffily. b
7723	Customer#000007723	aDZ,iNYxnvef osusnkSbQNo5tzCcNnTe	15	25-118-429-8434	1563.9	AUTOMOBILE	busy deposits boost slyly bold requests. regular excuses after th
7724	Customer#000007724	m DSpTWsZwvKJ	18	28-863-796-8697	3399.21	HOUSEHOLD 	deposits could use quickly about the silent packages; fluffily final realm
7725	Customer#000007725	vmBVu1zpIJ9TUfkKE4DsMEDtv7	20	30-137-347-4614	5460.88	FURNITURE 	blithely regular ideas haggle blithely.
7726	Customer#000007726	FF6tE3aE1qD8avAH6supvVsB8XIZNEJR	4	14-725-689-7179	5987.88	BUILDING  	carefully regular excuses nag. even reques
7727	Customer#000007727	RHeDpcaxHjrVTSfJAP2uods0ST3VKkpeeTLeD v	15	25-455-612-8024	8240.86	MACHINERY 	blithely pending deposits kindle about 
7728	Customer#000007728	Z1rveerwOt5L8814L7N,IBsh3yOOJqhpwBV,L85	18	28-690-627-1866	1262.59	BUILDING  	bold, idle deposits use blithely about the regular, r
7729	Customer#000007729	 nbhostn07QGKgM4d	6	16-303-943-9741	-783.08	BUILDING  	furiously ironic requests across the final, express orbits ha
7730	Customer#000007730	CiNOrxQOrXOAF9Gk9GfSWdobQLFK4	6	16-984-787-1985	3747.88	FURNITURE 	ironic ideas sleep carefully around the ironic accounts. blithely regular packages after the quickly final acco
7731	Customer#000007731	THaTqZpd2kBetegRSvt4Mb0tuKDeri	8	18-813-318-6567	2612.34	AUTOMOBILE	even excuses along the deposits are fluffily toward the packages. slyly even theodolites around the thinly fina
7732	Customer#000007732	2e8b5yRqrIDPA	9	19-936-910-7204	2531.91	BUILDING  	carefully quiet requests according to the asymptotes cajole carefully ideas. blithely regular pa
7733	Customer#000007733	GTRevGtpKRePZ7puQ,0	10	20-117-337-2724	3769.09	AUTOMOBILE	final somas about the furiously regular braids are along the instructions: quickly silent ideas across the 
7734	Customer#000007734	uYcSo01xH8fN9iyc4B7dD	5	15-719-774-4209	7039.57	HOUSEHOLD 	quickly pending requests are-- blithely regular ideas wake always. pending, unusual request
7735	Customer#000007735	Hu8wrEBKijZU8jvp	3	13-861-180-8641	7038.86	MACHINERY 	ideas detect fluffily final requests. slyly regular asymptotes sleep according to the blithely even th
7736	Customer#000007736	i8TynGo328ph27jRsxAsYsqO1AnCC	5	15-265-939-4500	6188.82	AUTOMOBILE	quickly even asymptotes haggle furiously ironic warthogs. furiously final excu
7737	Customer#000007737	y1qx2j64UiK7ez7Q	20	30-860-713-7460	8587.65	BUILDING  	blithely silent multipliers detect about the fluffily ironic requests. fluffily
7738	Customer#000007738	2G5d5juzcLSGBSLbm5gqhl0HQ	18	28-652-147-5865	-275.97	AUTOMOBILE	quickly enticing accounts wake carefully bold ideas. slyly bold accounts lose fluffily against the quic
7739	Customer#000007739	d,j6TJuVF1a2nzHdDRQU,tQsImAktKbfo8Yx8R	17	27-382-462-6412	1762.23	HOUSEHOLD 	even pinto beans use slyly ironic platelets. quickly final packages cajole fluffily f
7740	Customer#000007740	9BPyUgTbyChX	5	15-640-518-6867	3831.02	HOUSEHOLD 	quickly silent sauternes whithout the b
7741	Customer#000007741	ftbCLiGCM0YZiFBchhvIm0T	20	30-947-511-6640	3004.7	BUILDING  	carefully silent accounts serve along the blithely ironic deposits. slyly silent ideas above the car
7742	Customer#000007742	a8KJiet5qKwAWeGB8N1uuIIkBkEXK9Bg1veh2E	14	24-591-126-8077	7951.53	FURNITURE 	express, regular packages sleep. furiously express excuses against the silent forges
7743	Customer#000007743	ItH6R80H6o2zjd4	0	10-934-343-2433	343.02	FURNITURE 	furiously even attainments across the furiously silent pattern
7744	Customer#000007744	PmmnSGsZKkv7qT2dtviG9jG25f GT1qsPT	16	26-742-421-4001	-893.09	MACHINERY 	regular theodolites according to the final deposits sleep slyly aga
7745	Customer#000007745	JGBDOGzy6H5	22	32-772-516-1885	2703.38	AUTOMOBILE	slyly ironic ideas hinder blithely carefull
7746	Customer#000007746	E,PE0JyLrDHIHDhIugRmIzGx20YDQqMZElX3Gv3r	14	24-868-591-5139	3688.32	FURNITURE 	regular dinos cajole-- blithely ironic packages are. carefully expres
7747	Customer#000007747	8AN7IRILOoxKl	1	11-694-881-1181	2529.29	BUILDING  	carefully regular theodolites boost. slyly final theodolites are quickly about the quickly regular requests. slyly e
7748	Customer#000007748	z0TMJI0lGGrXDq,hljRHMTNe	14	24-434-253-8887	3772.33	HOUSEHOLD 	blithely even accounts haggle furiously even accounts. silent requests are quickly! carefully pendi
7749	Customer#000007749	14rNa9NSw,clephIys2SK1rlzRyzHetFfFm	24	34-846-324-9605	6552.05	AUTOMOBILE	furiously ironic accounts beside the special, express requests cajole carefully furiously final i
7750	Customer#000007750	ej5C m9Uwj9l3,yZNz3sKFqIFZLbRX1	13	23-879-803-8180	8381.58	FURNITURE 	fluffily ironic ideas sleep quickly regular theodolites. p
7751	Customer#000007751	heLqEKwKIL,OVnXFqClI1	14	24-861-518-3900	1313.96	MACHINERY 	thin requests are furiously final theodolites. pinto beans are. quickly unusual depen
7752	Customer#000007752	9m,uqy8ed0ziuVfo,kD4QYcwVJqZHuJxpWPlwAH	14	24-742-733-8570	4621.98	FURNITURE 	furiously final deposits about t
7753	Customer#000007753	dM65JaDyPZHnvMn,d2A5zz E04SJ	23	33-998-434-1720	8667.37	HOUSEHOLD 	silent, ironic deposits sleep. blithely express 
7754	Customer#000007754	jwi9JFQsq9kQab10jN9saooSdg3JyaNI	1	11-834-504-8492	8512.49	MACHINERY 	slyly silent packages nag slyly ironic asymptotes. ca
7755	Customer#000007755	SPRwqk7LtFIAd6GzxCqHS2o124SihSfBSK	3	13-944-628-9035	1544.36	FURNITURE 	ironic pinto beans haggle carefully. accounts above the accounts nag furiously final courts! fluffily special pla
7756	Customer#000007756	eKNIMfDdCLioZG9fHmaW	6	16-558-278-1868	4933.16	HOUSEHOLD 	furiously regular asymptotes sleep furiously carefully even accounts. fluffily iro
7757	Customer#000007757	grjPyA7mpl9Ju,NOyBsXOSWdWZ SA87 b	2	12-392-202-2764	2694.24	AUTOMOBILE	bold accounts after the blithely pending deposits wake carefully final platelets. slyly b
7758	Customer#000007758	a0hYINpYWOrYVU6l8mFkABxpXbSp7jka oYQ4	19	29-788-244-1559	4146.69	AUTOMOBILE	fluffily final packages hang slyly instructions. pending instructions use carefully against the furiously ex
7759	Customer#000007759	m1YQyBXFG6 EcrRjpRmwGbHBgG E	22	32-171-630-1866	6432.6	HOUSEHOLD 	furiously regular pinto beans across the always final instructions wake about the furiously final accounts. final
7760	Customer#000007760	JIJzfm  0LCH33BeYP,H	11	21-315-124-5758	2758.85	AUTOMOBILE	furiously even accounts boost furiously blithely expr
7761	Customer#000007761	6njFLc9l2QQnvZRv9DwkGihf4Cv	3	13-941-193-9036	938.92	AUTOMOBILE	pinto beans may nag slyly ironic id
7762	Customer#000007762	6yKGhlOufRNWTxrFXpJw8	7	17-533-630-8938	4334.42	AUTOMOBILE	ironic packages cajole carefully above the furiously regular pac
7763	Customer#000007763	XQpGwkvyfB35aFVA8MXkWg0byM	1	11-730-932-7228	4516.98	MACHINERY 	ironic requests integrate furiously. blithely regular accounts wake. special, busy foxes across the even, fina
7764	Customer#000007764	cYMMXqgUQPF	12	22-964-450-1694	3818.78	HOUSEHOLD 	theodolites nag carefully. furiously ironic accounts are slyly 
7765	Customer#000007765	vszl6jn9f6M41 Om6amSFE7Rrrabjxu	20	30-779-756-5523	6219.49	BUILDING  	regular, regular instructions sublate along the u
7766	Customer#000007766	BnJtBN7QW79AaWL ,un1s64cZnv	24	34-708-247-8265	6974.59	FURNITURE 	packages promise carefully. regular excuses boost perma
7767	Customer#000007767	PfcjhAY8Q6hax4IeccwYrGsxgLqbN	2	12-868-169-8453	3965.34	BUILDING  	special, regular requests affix slyly according to 
7768	Customer#000007768	wtAucOk ,Ot4hsVZcB6l	10	20-858-789-9371	5425.93	FURNITURE 	never silent deposits wake carefully bold instructions. always express packages integrate slyl
7769	Customer#000007769	hTXb7w0owjeT	3	13-763-504-7824	1598.83	BUILDING  	doggedly even requests wake blithely unusual theodolites. furiously special packages boo
7770	Customer#000007770	cgqqBx7e xGHmSJ4IHEaH4Fqc,kOuHn4bUcS7y	7	17-253-923-2238	7503.98	HOUSEHOLD 	bold, final requests against the fluffily final depths are c
7771	Customer#000007771	lzejQS9vic8tiOaKNs	16	26-711-236-8481	2482.22	FURNITURE 	final packages use quickly alongside of the regular pinto beans. unusual, brave deposits above the furiousl
7772	Customer#000007772	YcBNqRqiethg47jZ	9	19-653-377-7293	4671.73	AUTOMOBILE	pending requests nag furiously upon the furiously silent reque
7773	Customer#000007773	wk7P2GukJ3zN04UOOn	8	18-877-978-5724	8695.96	FURNITURE 	excuses according to the evenly regular pearls haggle permanently slyly bold requests-- carefully regula
7774	Customer#000007774	nZrpqAUh1eIUz3NQW595g	11	21-215-507-4242	5142.9	AUTOMOBILE	ruthless instructions haggle fl
7775	Customer#000007775	 7z7DYdmnmtQBbdrFt3zMpHyysmxV4zm7c	5	15-744-101-5030	7650.79	FURNITURE 	requests are even, bold dugouts. asymptotes above the blithely special theodolites lose fl
7776	Customer#000007776	OiIgJpCwBANs5,zIh6LbXhf04bAGHqcvIDbApl1	23	33-882-848-2502	5874.44	BUILDING  	furiously bold deposits among the carefully regular f
7777	Customer#000007777	OdiWLSEyHw0Cr0	13	23-504-521-2286	4782.73	HOUSEHOLD 	blithely final deposits wake fluffily quickly final sa
